,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
1782,0,302.3,312.0,1398,43.3,171,0
1783,1,300.4,309.7,1685,32.3,167,0
1784,0,297.5,309.0,1470,43.5,191,0
1785,1,303.6,312.8,1400,43.2,23,0
1786,0,301.7,310.6,1406,46.0,112,0
1787,0,296.6,308.0,1978,22.3,208,0
1788,0,300.9,311.6,1671,33.5,148,0
1789,1,297.4,308.7,1382,49.9,151,0
1790,0,297.4,309.2,1584,42.8,186,0
1791,0,298.5,309.3,1630,33.3,116,0
1792,0,302.1,311.4,1549,44.6,31,0
1793,1,302.3,311.7,1453,42.5,56,0
1794,0,301.0,312.3,1488,42.6,107,0
1795,1,298.2,309.2,1524,34.6,161,0
1796,1,300.7,310.1,1483,40.2,162,0
1797,0,302.8,312.2,1515,36.8,162,0
1798,0,300.6,311.7,1448,49.1,206,0
1799,2,297.0,308.1,1410,47.6,79,0
1800,0,302.5,310.8,1577,36.9,158,0
1801,1,298.6,309.5,1426,45.4,38,0
1802,0,298.5,309.6,1585,32.2,89,0
1803,2,298.9,309.9,1376,51.0,32,0
1804,0,297.6,308.4,1460,40.3,195,0
1805,1,297.4,308.6,1434,44.4,193,0
1806,0,299.7,310.3,1386,46.6,2,0
1807,0,299.3,308.8,1550,45.8,170,0
1808,0,302.6,312.1,1344,51.0,206,0
1809,1,298.2,308.7,1599,36.2,28,0
1810,0,300.8,310.8,1407,45.1,51,0
1811,0,303.6,312.6,1699,27.9,160,0
1812,0,298.2,309.1,1539,36.5,134,0
1813,0,296.7,307.8,1453,46.0,33,0
1814,0,302.9,312.4,2030,19.1,192,0
1815,0,297.3,308.2,1896,24.4,47,0
1816,1,298.7,309.4,1375,48.3,157,0
1817,1,301.8,310.7,1383,45.7,44,0
1818,1,299.7,308.9,1551,35.4,82,0
1819,0,302.5,310.2,1586,32.2,64,0
1820,1,298.3,309.1,1404,47.0,15,0
1821,0,303.8,312.8,1503,40.0,154,0
1822,2,299.8,309.7,1368,47.4,148,0
1823,1,298.1,309.1,1572,37.5,126,0
1824,1,299.1,310.3,1838,24.0,235,2
1825,0,298.0,307.7,1442,43.6,148,0
1826,0,297.6,308.8,1475,43.0,119,0
1827,1,300.5,311.4,1743,27.6,46,0
1828,0,299.1,310.4,1519,45.3,92,0
1829,0,299.6,311.0,1552,33.2,139,0
1830,0,298.5,308.2,1595,32.3,46,0
1831,1,303.5,312.8,1375,45.7,89,0
1832,0,298.6,309.6,1540,35.8,5,0
1833,1,298.2,309.0,1446,45.8,80,0
1834,2,298.0,308.1,1440,43.7,37,0
1835,1,298.9,310.1,1442,42.9,153,0
1836,0,302.5,310.4,1487,40.2,48,0
1837,0,298.3,308.5,1539,36.1,168,0
1838,1,298.5,309.3,1615,31.8,23,0
1839,0,297.5,309.6,1312,50.7,0,0
1840,0,300.1,311.5,1434,40.8,80,0
1841,0,299.3,309.0,1734,30.6,154,0
1842,1,297.4,308.4,1478,46.2,95,0
1843,0,299.0,309.4,1758,25.7,68,0
1844,1,301.7,309.9,1533,40.9,106,0
1845,0,299.4,308.9,1583,34.1,176,0
1846,1,298.2,309.0,1723,26.6,168,0
1847,0,301.5,310.1,1639,33.4,47,0
1848,1,295.6,306.1,1490,42.7,171,0
1849,0,303.5,312.1,1674,30.8,0,0
1850,2,302.6,310.4,1614,36.0,74,0
1851,0,304.3,313.5,1590,29.8,17,0
1852,2,298.0,309.4,1490,40.5,53,0
1853,0,301.9,310.5,1477,42.4,128,0
1854,0,297.6,308.3,1742,27.7,13,0
1855,0,301.7,311.3,1348,51.0,87,0
1856,0,298.5,308.6,1522,36.9,53,0
1857,2,296.7,307.5,1607,33.6,38,0
1858,1,297.6,308.6,1444,48.2,46,0
1859,2,302.3,311.4,1443,44.1,51,0
1860,1,299.8,309.6,1434,48.0,82,0
1861,1,298.0,309.0,1439,38.5,34,0
1862,2,302.3,311.7,1482,39.0,127,0
1863,0,300.4,312.0,1366,43.0,117,0
1864,0,300.3,310.3,1629,34.1,52,0
1865,1,298.3,309.1,1488,40.6,176,0
1866,1,300.8,311.2,1365,51.7,111,0
1867,0,297.2,308.5,2182,16.5,127,0
1868,2,298.8,310.5,1294,55.8,202,0
1869,1,303.7,312.0,1402,48.6,76,0
1870,1,304.2,313.4,1411,54.8,44,0
1871,1,297.0,308.1,1355,51.4,76,0
1872,0,298.8,308.2,1443,53.4,21,0
1873,2,299.2,308.8,1908,21.3,104,0
1874,0,301.0,311.2,1363,46.3,62,0
1875,0,301.0,312.2,1372,47.0,59,0
1876,0,298.4,309.6,1710,27.3,163,0
1877,0,303.3,311.7,1508,35.5,217,0
1878,1,301.6,310.6,1599,36.1,208,0
1879,0,297.3,308.5,1764,30.8,148,0
1880,0,300.3,311.8,1508,43.1,57,0
1881,0,299.6,310.2,1333,51.2,40,0
1882,0,303.7,312.7,1468,43.3,168,0
1883,1,300.6,311.4,1468,40.4,55,0
1884,0,301.2,310.3,1451,39.7,123,0
1885,0,300.7,311.0,1312,52.1,107,0
1886,0,297.5,308.5,1335,48.0,131,0
1887,0,297.1,307.8,1636,30.3,90,0
1888,0,297.1,308.7,1474,42.3,64,0
1889,0,300.5,311.0,2074,18.9,9,0
1890,1,304.2,313.4,1329,54.5,75,0
1891,0,298.8,309.9,1428,42.4,132,0
1892,0,297.1,308.5,1555,36.2,0,0
1893,0,299.5,310.0,1379,50.4,85,0
1894,0,302.2,311.4,1390,48.1,40,0
1895,0,297.5,308.3,1585,32.9,32,0
1896,1,298.0,308.1,1587,32.3,30,0
1897,2,300.9,311.9,2140,16.5,43,0
1898,0,298.0,308.0,1401,54.7,65,0
1899,1,299.1,310.2,1711,28.1,17,0
1900,0,297.1,308.2,1347,50.8,49,0
1901,1,298.0,309.9,1565,33.9,40,0
1902,0,298.2,309.0,1596,37.2,87,0
1903,0,300.2,310.2,1600,31.5,23,0
1904,0,296.9,307.8,1557,38.1,135,0
1905,0,301.1,311.1,1711,29.1,170,0
1906,1,295.6,306.2,1584,33.6,81,0
1907,0,303.6,312.9,1480,41.4,135,0
1908,0,304.0,313.1,1564,50.9,119,0
1909,0,299.5,310.8,1873,22.3,211,0
1910,0,300.1,309.4,1560,47.7,26,0
1911,0,298.0,308.2,1620,35.8,5,0
1912,0,297.7,308.4,1740,27.1,136,0
1913,0,298.4,309.3,1545,36.9,3,0
1914,0,299.2,308.9,1430,39.1,117,0
1915,1,300.7,310.9,1468,41.8,112,0
1916,0,297.9,309.8,1461,50.5,38,0
1917,1,296.8,307.9,1418,47.9,127,0
1918,0,301.5,310.6,1405,42.3,83,0
1919,0,298.2,308.8,1362,57.3,28,0
1920,0,298.3,308.8,1454,49.0,166,0
1921,1,299.2,309.1,1503,34.7,6,0
1922,2,301.6,310.6,1555,40.4,139,0
1923,0,297.5,308.8,1502,45.9,150,0
1924,1,300.9,310.0,1416,46.6,201,0
1925,0,299.6,310.2,1468,48.0,9,0
1926,0,297.4,308.7,1433,43.4,116,0
1927,0,302.7,311.5,1494,41.4,149,0
1928,0,296.7,307.6,1516,37.4,146,0
1929,0,301.0,311.3,1349,47.0,71,0
1930,2,301.0,310.0,1212,67.9,30,1
1931,1,301.7,309.9,1434,47.9,189,0
1932,0,300.2,310.2,1440,42.9,191,0
1933,0,298.9,309.8,1390,49.9,21,0
1934,0,298.6,309.9,1564,37.1,30,0
1935,0,301.1,310.8,1521,41.0,99,0
1936,0,301.5,310.5,1535,39.0,204,0
1937,1,299.3,310.6,1457,42.1,104,0
1938,1,297.6,308.5,1443,38.2,85,0
1939,1,300.8,309.7,1680,28.2,189,0
1940,0,300.7,312.2,1590,38.5,148,0
1941,0,302.3,311.8,1281,51.7,61,0
1942,1,300.1,311.4,1575,29.8,210,0
1943,1,301.0,310.4,1793,25.0,142,0
1944,0,300.2,311.6,1446,47.3,66,0
1945,1,297.7,308.2,1720,25.6,174,0
1946,1,297.3,308.8,1586,32.7,131,0
1947,1,298.1,307.9,1496,40.0,0,0
1948,2,298.1,309.5,1530,40.2,65,0
1949,0,297.6,309.2,1611,33.1,155,0
1950,1,301.1,311.3,1654,30.7,28,0
1951,1,300.7,310.7,1347,46.5,183,0
1952,0,301.5,310.1,1541,42.2,52,0
1953,0,299.9,309.2,1436,52.0,107,0
1954,1,301.6,310.8,1664,32.0,58,0
1955,0,304.2,313.4,1457,49.4,96,0
1956,0,298.4,308.3,1473,39.9,184,0
1957,0,300.3,309.4,1470,33.5,148,0
1958,1,298.9,308.6,1524,40.4,131,0
1959,0,302.0,310.6,1583,38.9,94,0
1960,0,302.4,310.1,1906,21.2,110,0
1961,0,302.1,311.5,1444,44.9,97,0
1962,0,300.9,311.3,1449,40.2,168,0
1963,0,298.5,309.5,1579,38.6,126,0
1964,1,302.5,310.5,1918,21.6,131,0
1965,0,301.3,311.0,1582,35.6,202,0
1966,0,302.7,310.7,1433,43.7,13,0
1967,0,296.8,307.6,1547,36.5,179,0
1968,0,300.1,310.5,1500,39.8,107,0
1969,0,298.2,307.8,1355,59.4,115,0
1970,2,297.6,308.8,1385,44.4,181,0
1971,2,297.7,307.3,1514,38.6,19,0
1972,1,301.8,310.3,1409,52.5,26,0
1973,2,299.3,309.1,1552,40.7,120,0
1974,0,299.5,310.1,1585,35.2,50,0
1975,0,300.8,310.2,1850,22.8,33,0
1976,1,300.7,309.4,1589,35.0,52,0
1977,1,303.7,312.4,1642,32.3,206,0
1978,1,298.2,309.3,2056,18.7,144,0
1979,2,300.6,311.7,1535,33.3,92,0
1980,0,298.1,308.2,1482,37.9,17,0
1981,2,300.6,309.8,1913,22.5,157,0
1982,1,300.7,311.9,1697,28.2,191,0
1983,1,298.4,309.1,1576,38.8,167,0
1984,2,300.0,310.5,1558,36.7,137,0
1985,1,296.2,307.2,1633,31.1,0,0
1986,1,300.9,310.8,1988,19.7,136,0
1987,2,300.3,311.8,2141,18.5,204,0
1988,0,303.8,312.7,1664,29.3,178,0
1989,1,301.3,309.9,1501,39.5,27,0
1990,0,301.6,310.6,1621,33.7,137,0
1991,0,299.8,309.5,1739,27.5,128,0
1992,0,302.3,311.5,1448,49.6,28,0
1993,1,298.1,309.1,1448,52.5,150,0
1994,0,298.0,309.9,1403,47.7,43,0
1995,0,297.7,309.0,1874,24.4,28,0
1996,1,303.4,312.1,1499,39.4,197,0
1997,0,302.3,311.1,1546,33.1,156,0
1998,0,300.7,309.5,1592,29.0,17,0
1999,1,297.0,307.7,1498,47.1,199,0
2000,0,297.4,308.5,1369,53.2,43,0
2001,0,300.6,310.6,2127,18.7,53,0
2002,0,298.7,309.5,1446,40.0,160,0
2003,2,302.2,311.9,1597,35.8,160,0
2004,1,302.7,311.7,1759,29.9,5,0
2005,1,298.4,308.2,1463,37.6,188,0
2006,0,300.2,311.6,1827,27.0,22,0
2007,0,302.1,311.3,1758,24.4,200,0
2008,0,301.4,310.4,1639,28.9,94,0
2009,0,302.6,311.6,1311,53.2,0,5
2010,2,303.3,311.8,1649,29.4,49,0
2011,0,300.3,311.4,1318,52.7,13,0
2012,0,298.6,308.4,1485,42.9,38,0
2013,0,301.3,311.0,1348,44.5,78,0
2014,0,300.8,311.7,1397,43.5,227,0
2015,0,297.6,308.7,1455,48.2,145,0
2016,0,300.4,311.8,1367,57.2,10,0
2017,2,302.3,311.7,1456,45.4,130,0
2018,0,299.3,310.5,1505,38.8,30,0
2019,0,301.7,310.5,1377,43.1,183,0
2020,0,296.6,307.4,1389,42.7,48,0
2021,1,300.6,309.8,1447,42.9,12,0
2022,2,298.4,308.7,1344,52.9,130,0
2023,1,298.7,308.4,1430,49.6,135,0
2024,1,300.8,310.6,1669,28.4,79,0
2025,0,299.2,308.8,1542,39.2,179,0
2026,0,298.8,309.7,1374,58.6,123,0
2027,1,300.2,311.6,1608,35.0,212,0
2028,1,301.5,310.6,2432,14.2,126,0
2029,1,299.0,310.3,1657,31.0,70,0
2030,0,301.1,310.7,1334,48.2,106,0
2031,0,299.6,310.9,1533,31.8,91,0
2032,0,297.5,308.9,1427,50.4,17,0
2033,0,300.4,310.1,1614,33.5,191,0
2034,1,299.6,309.1,1435,48.4,143,0
2035,2,301.2,310.6,1352,52.0,69,0
2036,1,296.8,307.5,1443,39.2,13,0
2037,0,301.2,310.9,1467,37.1,153,0
2038,0,298.3,308.1,1528,33.9,82,0
2039,0,298.8,309.8,1634,33.6,27,0
2040,0,299.5,309.1,1357,47.3,106,0
2041,0,300.6,311.7,1744,26.9,111,0
2042,0,300.0,309.6,1496,38.8,27,0
2043,0,301.6,310.1,1687,26.6,16,0
2044,0,303.8,313.1,1309,55.8,193,3
2045,2,300.2,311.4,1319,54.6,15,0
2046,0,298.9,309.8,1616,36.5,110,0
2047,0,303.7,312.5,1632,36.6,186,0
2048,1,301.7,310.5,1458,41.4,153,0
2049,0,300.6,309.4,1474,40.7,87,0
2050,0,296.3,307.2,1646,35.0,192,0
2051,1,303.0,311.1,1597,36.7,191,0
2052,0,297.6,308.6,1664,30.1,81,0
2053,1,301.2,310.7,1394,42.8,168,0
2054,2,303.3,311.4,1692,27.9,55,0
2055,1,297.8,309.2,1295,61.2,12,0
2056,0,298.1,307.7,1388,40.3,109,0
2057,1,299.9,311.4,1337,54.8,32,0
2058,1,302.6,312.1,1445,42.0,181,0
2059,0,302.6,310.5,1511,37.2,197,0
2060,0,300.8,310.7,1633,27.8,0,0
2061,0,300.1,310.1,1569,43.5,17,0
2062,1,302.0,311.2,1418,49.5,17,0
2063,0,300.3,311.7,1452,41.5,172,0
2064,2,300.0,311.4,1641,34.5,155,0
2065,0,299.1,309.9,1586,36.6,215,0
2066,0,300.6,310.7,1455,40.6,82,0
2067,0,301.0,312.2,1510,39.9,61,0
2068,0,301.2,312.4,1378,59.0,95,0
2069,1,300.9,310.8,1695,30.2,188,0
2070,1,297.4,308.8,1359,48.7,220,0
2071,0,298.0,307.8,1453,37.7,119,0
2072,0,298.8,309.1,1512,40.7,156,0
2073,1,297.8,309.4,1495,36.5,132,0
2074,0,298.9,310.0,1633,31.2,76,0
2075,1,302.5,311.4,1629,31.7,225,0
2076,1,298.6,309.3,1510,40.8,177,0
2077,0,296.9,308.1,1422,48.7,215,0
2078,1,297.4,308.3,1535,34.6,51,0
2079,2,300.9,310.7,1609,28.7,39,0
2080,1,298.1,308.7,1315,56.8,59,0
2081,0,300.5,310.4,1702,33.1,71,0
2082,1,297.5,309.4,1433,48.3,139,0
2083,0,298.1,307.7,1537,40.8,169,0
2084,1,301.5,311.1,1507,38.6,149,0
2085,2,300.9,310.8,1477,38.4,31,0
2086,0,300.7,310.2,1493,35.9,10,0
2087,1,304.0,313.2,1437,53.9,7,0
2088,1,300.4,309.7,1367,51.2,143,0
2089,1,297.2,308.5,1584,40.0,4,0
2090,1,300.1,311.3,1495,41.0,193,0
2091,0,298.4,308.0,1526,41.1,162,0
2092,2,301.4,310.7,1329,52.0,160,0
2093,0,300.4,309.3,1671,35.0,209,0
2094,1,302.6,311.0,1589,39.0,122,0
2095,0,302.1,311.4,1686,30.9,106,0
2096,2,298.9,310.1,1458,44.3,156,0
2097,1,299.5,309.0,1602,31.3,210,0
2098,2,297.7,308.5,1720,29.9,210,0
2099,1,297.6,308.9,1433,43.2,206,0
2100,0,298.8,309.8,1663,28.2,67,0
2101,1,300.9,311.4,1434,45.4,118,0
2102,0,302.8,312.2,1458,51.0,42,0
2103,0,301.9,310.9,1597,36.9,50,0
2104,2,298.6,309.4,1362,45.3,56,0
2105,1,298.8,309.6,1384,48.2,39,0
2106,0,298.0,308.2,1442,44.1,204,0
2107,0,301.3,310.3,1313,55.6,127,0
2108,1,297.2,308.0,1478,42.5,56,0
2109,0,298.9,308.6,1771,24.1,213,0
2110,0,300.7,309.6,1505,34.9,7,0
2111,2,304.0,313.2,1517,43.1,96,0
2112,0,298.0,308.0,1433,39.2,87,0
2113,0,297.2,308.1,1712,30.9,204,0
2114,2,295.6,306.1,1623,30.9,210,0
2115,0,302.8,312.4,1368,49.5,10,0
2116,0,295.3,305.7,1475,51.0,187,0
2117,2,303.1,312.8,1435,41.9,115,0
2118,0,299.4,308.8,1627,32.6,124,0
2119,0,297.3,308.4,1417,47.8,31,0
2120,0,298.6,309.6,1611,35.7,23,0
2121,1,301.1,311.2,1591,35.0,208,0
2122,1,297.8,307.8,1543,43.7,8,0
2123,0,302.1,311.4,1446,39.7,95,0
2124,1,303.0,311.1,1490,43.0,108,0
2125,0,297.4,309.1,1478,49.8,150,0
2126,1,299.7,309.2,1685,28.9,179,0
2127,0,299.0,310.1,1583,35.8,142,0
2128,1,300.1,310.1,1402,46.6,10,0
2129,1,299.6,309.0,1245,64.0,120,0
2130,1,300.3,311.7,1447,36.8,0,0
2131,0,303.7,313.0,1753,29.0,42,0
2132,0,295.8,306.4,1399,47.6,84,0
2133,2,300.9,310.5,1512,41.2,49,0
2134,0,296.2,307.0,1414,48.3,162,0
2135,1,302.1,310.8,1504,37.5,42,0
2136,1,297.5,308.6,1349,51.5,21,0
2137,0,297.2,307.9,1469,48.2,144,0
2138,0,299.5,309.2,1690,29.2,108,0
2139,0,298.9,310.2,1706,27.6,103,0
2140,1,299.7,309.6,1540,34.4,91,0
2141,0,301.5,310.5,1396,44.5,117,0
2142,0,296.5,307.6,1607,33.5,104,0
2143,2,298.6,309.5,1523,34.2,119,0
2144,0,300.2,309.8,1526,45.6,175,0
2145,0,298.8,308.6,1584,34.4,42,0
2146,0,298.5,309.5,1561,34.8,35,0
2147,1,301.8,310.7,1429,47.9,53,0
2148,1,301.7,310.6,1505,44.5,146,0
2149,1,297.6,308.6,1482,38.3,39,0
2150,0,304.1,313.1,1666,34.6,33,0
2151,1,299.6,310.9,1530,38.8,198,0
2152,0,297.2,307.9,1493,38.4,146,0
2153,0,300.2,309.5,1356,51.1,133,0
2154,1,299.7,310.5,1594,35.4,134,0
2155,0,298.0,308.2,1459,42.1,146,0
2156,0,300.5,310.6,1448,46.3,173,0
2157,0,300.7,310.9,1521,39.4,61,0
2158,1,302.2,310.8,1356,48.3,36,5
2159,0,301.3,310.8,1450,46.9,59,0
2160,0,295.6,306.2,1428,44.5,51,0
2161,0,299.2,310.2,1458,47.0,183,0
2162,1,299.6,310.1,1646,29.6,73,0
2163,1,297.4,308.4,1620,35.8,215,0
2164,2,300.3,311.6,1339,53.4,123,0
2165,1,300.8,309.7,1258,54.9,168,0
2166,1,298.9,308.2,1328,49.2,11,0
2167,0,299.7,311.0,1827,25.4,194,0
2168,1,300.5,311.4,1390,51.9,68,0
2169,1,298.5,309.3,1488,43.7,189,0
2170,0,302.0,309.8,1701,27.2,4,0
2171,0,300.0,309.0,1709,32.1,79,0
2172,0,300.7,311.8,1486,47.3,19,0
2173,0,298.9,310.1,1466,43.4,50,0
2174,1,298.8,309.8,1534,37.0,47,0
2175,1,300.4,311.4,1352,57.3,116,0
2176,0,301.0,312.1,1405,46.1,79,0
2177,1,299.2,308.2,1674,28.2,14,0
2178,0,297.3,308.3,1471,38.2,37,0
2179,0,299.3,309.1,1795,24.7,187,0
2180,2,298.3,309.6,1546,36.2,177,0
2181,2,298.0,309.1,1557,36.4,65,0
2182,1,300.4,310.2,1613,36.9,231,2
2183,0,297.9,308.8,1386,48.6,75,0
2184,0,298.2,308.6,1433,39.5,7,0
2185,0,304.0,313.1,1404,47.1,90,0
2186,0,302.6,310.4,1743,26.3,191,0
2187,0,295.6,306.2,1612,31.2,131,0
2188,0,299.6,310.6,1642,35.1,149,0
2189,1,298.0,307.8,1483,50.9,26,0
2190,1,300.2,311.0,2370,14.7,144,0
2191,1,299.7,311.0,1506,42.7,85,0
2192,0,298.7,309.8,1539,33.4,2,0
2193,0,303.3,311.8,1692,30.6,18,0
2194,0,303.6,313.0,1593,31.6,52,0
2195,1,298.8,310.0,1529,38.5,77,0
2196,1,302.4,311.9,1313,55.7,102,0
2197,0,301.9,309.6,1446,43.2,225,0
2198,0,301.8,311.3,1551,35.8,61,0
2199,1,299.5,309.3,1675,29.2,132,0
2200,0,298.8,308.6,1431,45.7,97,0
2201,0,297.2,307.9,1989,20.3,186,0
2202,0,302.9,312.5,1683,32.1,85,0
2203,0,300.3,311.5,1552,38.9,23,0
2204,0,299.0,310.1,1531,36.0,57,0
2205,0,298.4,309.0,2304,15.1,89,0
2206,1,300.5,309.9,1552,41.3,116,0
2207,1,303.7,312.3,1756,26.4,190,0
2208,1,301.2,310.9,1359,50.8,118,0
2209,0,299.5,309.0,1498,44.6,101,0
2210,0,297.2,308.6,1917,24.1,54,0
2211,0,298.6,308.4,1562,34.4,25,0
2212,0,301.2,310.7,1951,21.3,44,0
2213,1,301.5,310.5,1774,25.5,121,0
2214,1,298.3,309.0,1526,36.9,20,0
2215,0,297.4,309.4,1401,45.9,49,0
2216,0,301.8,310.8,1576,38.6,38,0
2217,0,298.0,308.9,1500,36.7,104,0
2218,1,297.4,308.0,1601,34.6,181,0
2219,0,299.2,310.6,1370,61.9,42,0
2220,1,300.2,310.3,1448,40.1,209,0
2221,1,298.9,310.2,1331,49.0,121,0
2222,0,302.5,311.5,1603,32.4,194,0
2223,0,302.5,311.5,1802,26.4,192,0
2224,0,297.4,308.4,1664,28.1,67,0
2225,0,298.2,308.8,1442,47.0,18,0
2226,1,298.9,310.0,1456,43.8,15,0
2227,0,298.3,308.5,1453,42.9,89,0
2228,1,296.9,307.9,1979,20.4,68,0
2229,0,298.2,309.4,1398,52.9,79,0
2230,1,300.5,309.5,1691,27.6,67,0
2231,0,299.1,310.2,1496,45.0,104,0
2232,2,303.4,311.9,1402,50.0,54,0
2233,1,303.7,313.0,1469,39.9,137,0
2234,2,298.5,309.1,2051,19.0,184,0
2235,1,298.0,308.6,1376,55.7,214,3
2236,0,301.3,311.1,1413,42.0,221,0
2237,0,298.2,308.2,1478,50.1,166,0
2238,0,298.6,309.8,1704,28.3,64,0
2239,0,302.3,311.0,1428,47.9,174,0
2240,0,301.3,310.4,1504,47.2,193,0
2241,1,302.0,310.5,1381,58.4,201,3
2242,0,298.5,309.4,1418,45.1,148,0
2243,0,297.5,308.4,1633,33.3,213,0
2244,2,298.1,307.6,1542,37.1,84,0
2245,0,300.7,310.6,1288,47.2,216,0
2246,0,297.7,309.7,1498,41.0,176,0
2247,2,298.4,307.9,1605,31.0,18,0
2248,1,301.5,310.6,1424,47.0,26,0
2249,0,302.7,312.2,1447,47.5,166,0
2250,0,300.0,310.5,1606,33.5,135,0
2251,0,301.6,311.3,1706,29.9,93,0
2252,0,295.8,306.6,1644,35.2,115,0
2253,0,299.1,310.2,1352,52.8,41,0
2254,1,302.9,311.0,1556,36.5,44,0
2255,0,299.6,310.1,1384,49.8,11,0
2256,1,300.7,311.7,1504,36.9,229,0
2257,0,298.9,310.2,1304,57.2,183,0
2258,0,299.5,309.1,1476,47.8,223,0
2259,2,297.4,308.7,1323,51.1,130,0
2260,0,302.1,311.0,1351,49.5,196,0
2261,2,303.9,313.0,1517,36.0,142,0
2262,1,299.4,309.1,1500,43.3,10,0
2263,0,299.1,310.4,1450,40.9,85,0
2264,1,300.8,310.8,1415,44.5,87,0
2265,0,301.5,310.8,1785,25.5,120,0
2266,0,298.3,309.1,1904,20.3,140,0
2267,0,302.9,312.5,1550,45.5,72,0
2268,1,300.9,311.5,1836,21.8,12,0
2269,1,299.0,310.2,1298,57.2,10,0
2270,1,297.2,308.3,1429,42.0,6,0
2271,0,300.2,310.6,1431,42.3,113,0
2272,1,297.7,308.9,1573,35.1,9,0
2273,1,302.7,310.5,1398,47.3,70,0
2274,1,302.9,312.2,1292,54.4,136,0
2275,2,299.7,309.2,1355,44.8,127,0
2276,1,297.3,308.8,1447,57.4,134,0
2277,0,301.9,309.8,1507,44.7,131,0
2278,0,301.3,310.1,1558,36.3,184,0
2279,0,297.4,309.4,1296,52.3,96,0
2280,0,303.0,312.7,2024,19.9,102,0
2281,0,301.4,310.9,1440,45.4,177,0
2282,0,297.2,307.9,1580,35.8,140,0
2283,0,295.6,306.2,1443,48.9,33,0
2284,0,297.8,307.8,1761,28.9,128,0
2285,0,298.9,308.7,1356,50.7,185,0
2286,0,303.1,311.2,1452,52.9,11,0
2287,0,298.8,309.7,1609,40.4,169,0
2288,0,301.4,310.7,1673,27.8,181,0
2289,0,300.8,310.6,1666,36.2,144,0
2290,0,299.3,309.2,2280,15.4,207,0
2291,0,296.2,307.1,1441,41.7,3,0
2292,0,300.2,311.5,1492,41.8,128,0
2293,1,297.4,308.7,1582,31.9,161,0
2294,0,298.8,308.6,1535,41.2,40,0
2295,0,300.0,311.1,1425,47.8,179,0
2296,0,302.0,310.8,2143,17.3,227,2
2297,1,298.6,309.6,1397,54.1,47,0
2298,1,302.3,311.0,1521,34.8,72,0
2299,1,304.1,313.5,1428,39.9,88,0
2300,2,297.3,308.2,1653,31.4,9,0
2301,0,299.8,309.3,1386,49.4,116,0
2302,1,300.9,312.1,1851,23.0,156,0
2303,0,301.0,310.5,1429,39.4,98,0
2304,0,303.8,312.7,1461,38.2,188,0
2305,1,301.5,311.1,1660,33.8,115,0
2306,0,304.0,313.2,1314,47.1,144,0
2307,0,301.5,310.5,1453,44.2,129,0
2308,0,298.9,309.8,1396,49.0,13,0
2309,0,297.9,307.9,1476,45.2,91,0
2310,0,299.7,309.0,1412,49.2,85,0
2311,1,300.6,309.4,1581,35.7,117,0
2312,0,298.3,309.5,1542,36.7,134,0
2313,0,299.8,310.0,1361,53.8,167,0
2314,2,295.6,306.0,1396,52.4,0,0
2315,0,296.3,307.2,1291,58.6,29,0
2316,0,301.2,310.4,1515,38.4,51,0
2317,0,299.8,310.2,1654,32.7,159,0
2318,0,303.5,312.3,1584,35.2,74,0
2319,1,298.9,308.9,1750,29.9,50,0
2320,0,300.1,311.5,1659,31.1,203,0
2321,0,298.4,308.6,1591,36.7,122,0
2322,0,301.6,310.2,1384,57.1,68,0
2323,0,298.9,310.4,1831,25.4,81,0
2324,0,302.4,311.0,1462,48.5,81,0
2325,0,297.9,309.8,2000,21.3,29,0
2326,1,303.8,313.1,2117,18.6,22,0
2327,0,297.5,308.6,1596,36.0,141,0
2328,0,301.1,311.3,1498,37.6,11,0
2329,1,302.2,310.5,1507,40.4,111,0
2330,1,301.5,311.0,1577,39.7,118,0
2331,0,300.8,312.1,1512,37.1,169,0
2332,0,298.7,308.5,1375,46.4,48,0
2333,0,303.6,312.6,1502,39.5,103,0
2334,1,302.7,312.1,1564,32.1,188,0
2335,1,297.4,309.3,1499,36.8,88,0
2336,0,301.3,310.4,1507,39.1,194,0
2337,1,300.6,311.0,1401,54.6,94,0
2338,0,301.6,311.0,1431,42.6,158,0
2339,0,300.6,310.4,2007,19.8,116,0
2340,1,302.5,311.9,1524,34.8,86,0
2341,2,297.4,308.6,1420,45.8,120,0
2342,0,299.1,310.3,1727,28.7,43,0
2343,0,301.8,310.1,1738,28.0,58,0
2344,2,298.3,308.6,1432,49.5,91,0
2345,0,300.4,311.2,1705,28.7,20,0
2346,1,300.5,312.0,1985,19.3,143,0
2347,1,300.7,312.4,1371,61.7,102,0
2348,0,304.2,313.6,1411,46.0,149,0
2349,0,297.4,308.8,1467,39.0,128,0
2350,0,301.4,310.4,1559,39.4,199,0
2351,0,301.9,310.8,1540,37.6,83,0
2352,1,302.2,310.7,1601,33.0,166,0
2353,1,300.4,311.6,1401,49.9,79,0
2354,0,300.0,311.5,1591,32.0,79,0
2355,0,298.3,308.1,1840,21.5,88,0
2356,0,302.3,311.7,1648,32.1,197,0
2357,0,302.8,310.9,1708,29.8,42,0
2358,1,300.4,309.8,1517,40.3,149,0
2359,0,297.7,307.1,1715,30.2,0,0
2360,0,298.0,309.1,1820,23.6,120,0
2361,0,300.4,311.1,2013,20.1,195,0
2362,1,299.6,309.1,1366,55.2,95,0
